,start,earning_rate
10,854271.13162832,0.0
11,854271.13162832,-0.5499999999999999
12,849590.50843025,-0.41000000000000003
13,846107.95545996,-0.83
14,839084.27778469,0.06999999999999999
15,839651.39542479,-0.6
16,834618.90258394,-0.13999999999999999
17,833491.38569458,-0.08
18,832844.60839917,-0.33
19,830104.54244567,-0.42
20,826624.72628491,-0.7100000000000001
